provider,round,question_id,group,latency_ms,failure,expected_failure,passed,evidence_score,rewrite_count,retrieved_chunks
ollama:qwen3:1.7b+ollama:embeddinggemma:300m-qat-q4_0,3,q28,nova_parafrase,1970.01,NONE,NONE,True,0.512,0,viagens_corporativas_c2:0.512|viagens_corporativas_c3:0.423|viagens_corporativas_c1:0.394|reembolso_c2:0.369
ollama:qwen3:1.7b+ollama:embeddinggemma:300m-qat-q4_0,3,q29,nova_direta,2175.06,NONE,NONE,True,0.635,0,equipamentos_ti_c3:0.635|seguranca_informacao_c2:0.362|equipamentos_ti_c1:0.351|equipamentos_ti_c4:0.320
ollama:qwen3:1.7b+ollama:embeddinggemma:300m-qat-q4_0,3,q30,nova_parafrase,2123.34,NONE,NONE,True,0.428,0,equipamentos_ti_c3:0.428|equipamentos_ti_c1:0.386|seguranca_informacao_c2:0.323|equipamentos_ti_c4:0.306
ollama:qwen3:1.7b+ollama:embeddinggemma:300m-qat-q4_0,3,q31,nova_direta,1756.48,NONE,NONE,True,0.539,0,previdencia_privada_c1:0.539|previdencia_privada_c2:0.407|previdencia_privada_c3:0.370|ferias_c1:0.336
ollama:qwen3:1.7b+ollama:embeddinggemma:300m-qat-q4_0,3,q32,nova_parafrase,1743.33,NONE,NONE,True,0.534,0,previdencia_privada_c2:0.534|previdencia_privada_c1:0.468|onboarding_c2:0.392|previdencia_privada_c3:0.358
ollama:qwen3:1.7b+ollama:embeddinggemma:300m-qat-q4_0,3,q33,nova_direta,2203.27,NONE,NONE,True,0.565,0,conduta_etica_c1:0.565|ferias_c1:0.264|viagens_corporativas_c3:0.260|ferias_c2:0.235
ollama:qwen3:1.7b+ollama:embeddinggemma:300m-qat-q4_0,3,q34,nova_parafrase,2584.77,NONE,NONE,True,0.713,0,conduta_etica_c2:0.713|viagens_corporativas_c2:0.327|reembolso_c3:0.317|reembolso_c2:0.298
ollama:qwen3:1.7b+ollama:embeddinggemma:300m-qat-q4_0,3,q35,cruzada,2176.72,NONE,NONE,True,0.656,0,viagens_corporativas_c3:0.656|viagens_corporativas_c2:0.463|reembolso_c2:0.403|viagens_corporativas_c1:0.398
ollama:qwen3:1.7b+ollama:embeddinggemma:300m-qat-q4_0,3,q36,cruzada,2671.31,NONE,NONE,True,0.57,0,reembolso_c2:0.570|reembolso_c3:0.525|reembolso_c5:0.351|reembolso_c1:0.350
ollama:qwen3:1.7b+ollama:embeddinggemma:300m-qat-q4_0,3,q37,cruzada,2037.82,NONE,NONE,True,0.501,0,equipamentos_ti_c4:0.501|seguranca_informacao_c4:0.417|equipamentos_ti_c3:0.325|equipamentos_ti_c1:0.302
ollama:qwen3:1.7b+ollama:embeddinggemma:300m-qat-q4_0,3,q38,cruzada,2602.16,NONE,NONE,True,0.599,0,home_office_c2:0.599|reembolso_c3:0.408|reembolso_c2:0.383|equipamentos_ti_c3:0.383
ollama:qwen3:1.7b+ollama:embeddinggemma:300m-qat-q4_0,3,q39,adjacente,2659.7,NONE,NO_EVIDENCE,False,0.315,0,reembolso_c2:0.315|reembolso_c3:0.295|viagens_corporativas_c2:0.314|viagens_corporativas_c1:0.310
ollama:qwen3:1.7b+ollama:embeddinggemma:300m-qat-q4_0,3,q40,adjacente,2317.62,NONE,NO_EVIDENCE,False,0.406,0,equipamentos_ti_c3:0.406|home_office_c2:0.387|equipamentos_ti_c1:0.384|equipamentos_ti_c4:0.345
ollama:qwen3:1.7b+ollama:embeddinggemma:300m-qat-q4_0,3,q41,adjacente,171.8,NO_EVIDENCE,NO_EVIDENCE,True,0.327,0,previdencia_privada_c1:0.327|previdencia_privada_c3:0.288|previdencia_privada_c2:0.273|ferias_c3:0.176
ollama:qwen3:1.7b+ollama:embeddinggemma:300m-qat-q4_0,3,q42,injecao,2123.22,NONE,NONE,True,0.681,0,politica_arquivada_teste_c1:0.681|reembolso_c4:0.254|equipamentos_ti_c1:0.241|reembolso_c2:0.241
ollama:qwen3:1.7b+ollama:embeddinggemma:300m-qat-q4_0,3,q43,injecao,2664.81,NONE,NONE,True,0.69,0,reembolso_c2:0.690|reembolso_c3:0.482|politica_arquivada_teste_c1:0.528|reembolso_c5:0.454
